antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"hotel=City Hotel, market_segment=Offline TA/TO",reserved_room_type=A,0.14019075740925602,0.7203482958501456,0.1311394273922271,0.9354356151268548,1.2985879476855928,1.0,0.030153254198528337,4.3313617050531565,0.26742302469755813,0.17979091672321187,0.7691257234801342,0.5587428215377147
"adr_bucket=A1, hotel=City Hotel",reserved_room_type=A,0.07007860144787725,0.7203482958501456,0.06531386053066462,0.932008618625808,1.2938305316955927,1.0,0.014832859402124698,4.113046367020921,0.24421553355284847,0.09007403979639055,0.7568712067001813,0.5113392263987993
"customer_type=Transient-Party, hotel=City Hotel",reserved_room_type=A,0.14515682540747762,0.7203482958501456,0.1343103289181186,0.9252773925104021,1.2844861268372987,1.0,0.02974685710482497,3.742531391035632,0.25908676365049066,0.1836861125451729,0.7328011723842134,0.5558646604810256
reserved_room_type=D,"deposit_type=No Deposit, meal=BB",0.16088550361130452,0.6681290842134403,0.13753995084263773,0.8548933729600083,1.279533241643623,1.0,0.030047666651598706,2.287083109547405,0.26035184748308127,0.19890816450321486,0.562761844628422,0.5303758614646238
reserved_room_type=D,"customer_type=Transient, meal=BB",0.16088550361130452,0.5925055994094406,0.1217861067536847,0.7569737733979873,1.2775807927426757,1.0,0.026460545000178998,1.6767507206449983,0.25892847519762524,0.19282004967261232,0.4036084268892824,0.4812590013212612
"adr_bucket=A3, meal=BB",hotel=City Hotel,0.14353782013103036,0.6640689880797591,0.12089691214589503,0.8422652095143476,1.268339923461666,1.0,0.025577897180307216,2.129720468679972,0.24702530189453467,0.17605238083604116,0.5304548109922553,0.5121599786565965
"market_segment=Corporate, reserved_room_type=A",meal=BB,0.040055700492412485,0.7737251382026524,0.03903228783061682,0.9744502617801047,1.2594269123060065,1.0,0.008040185431320915,8.856249713789639,0.21458335115152638,0.05038058836904621,0.8870853880234487,0.512448744485759
"market_segment=Corporate, meal=BB",reserved_room_type=A,0.04317627024805174,0.7203482958501456,0.03903228783061682,0.9040217602486886,1.254978689415478,1.0,0.007930335136267404,2.913699030889275,0.21234184953151533,0.053875367621517734,0.6567936532227231,0.47910352964921854
"market_segment=Groups, meal=BB",hotel=City Hotel,0.12883255458899914,0.6640689880797591,0.1068124051036415,0.8290793072014585,1.2484836998620399,1.0,0.02125870094599451,1.9654203737413558,0.228461692820796,0.15568298527901403,0.49120299486037716,0.4949623258087052
"adr_bucket=A4, meal=BB",hotel=City Hotel,0.14884782189264234,0.6640689880797591,0.12324572809099985,0.8279981965734896,1.246855690351921,1.0,0.024400505628876634,1.9530668006267213,0.23260536972181392,0.17870218329988447,0.48798474292885985,0.50679497514841
"adr_bucket=A4, reserved_room_type=D",hotel=City Hotel,0.03835280893221149,0.6640689880797591,0.03172579251566576,0.8272090988626423,1.2456674136442116,1.0,0.006256881498035733,1.9441475778472685,0.2050830098899953,0.04730279038935374,0.4856357555390481,0.4374919715856104
"distribution_channel=Corporate, reserved_room_type=A",meal=BB,0.048897314800057046,0.7737251382026524,0.0468504894764657,0.9581403328186652,1.2383471668561854,1.0,0.009017407825052962,5.405558071380062,0.20236722263869544,0.06039208901480336,0.8150052248454163,0.5093460920340954
