support,itemsets
0.14696876913655849,"frozenset({'reserved_room_type=A', 'hotel=City Hotel', 'adr_bucket=A3'})"
0.1469268259946816,"frozenset({'hotel=City Hotel', 'stay_bucket=4-7', 'meal=BB'})"
0.14678421931230023,"frozenset({'reserved_room_type=A', 'is_repeated_guest=0', 'adr_bucket=A4'})"
0.14675905342717413,"frozenset({'distribution_channel=TA/TO', 'adr_bucket=A1', 'is_family_trip=0'})"
0.14670033302854651,"frozenset({'distribution_channel=TA/TO', 'meal=BB', 'market_segment=Offline TA/TO'})"
0.1464151196637838,"frozenset({'is_repeated_guest=0', 'adr_bucket=A5', 'meal=BB'})"
0.14639834240703303,"frozenset({'hotel=Resort Hotel', 'reserved_room_type=A', 'meal=BB'})"
0.14626412435302705,"frozenset({'is_repeated_guest=0', 'meal=BB', 'market_segment=Offline TA/TO'})"
0.1459453564747628,"frozenset({'meal=BB', 'adr_bucket=A1', 'deposit_type=No Deposit'})"
0.14574402939375383,"frozenset({'customer_type=Transient-Party', 'is_repeated_guest=0', 'meal=BB'})"
0.14566014311000008,"frozenset({'hotel=Resort Hotel', 'is_repeated_guest=0', 'market_segment=Online TA'})"
0.14566014311000008,"frozenset({'reserved_room_type=A', 'lead_time_bucket=91-180', 'is_family_trip=0'})"
0.14556786819787096,"frozenset({'distribution_channel=TA/TO', 'customer_type=Transient', 'adr_bucket=A5'})"
0.145299432089859,"frozenset({'customer_type=Transient-Party', 'meal=BB', 'is_family_trip=0'})"
0.14515682540747762,"frozenset({'customer_type=Transient-Party', 'hotel=City Hotel'})"
0.1451064936372254,"frozenset({'hotel=City Hotel', 'distribution_channel=TA/TO', 'adr_bucket=A3'})"
0.14488838929946565,"frozenset({'meal=BB', 'market_segment=Offline TA/TO', 'is_family_trip=0'})"
0.1447038394752074,"frozenset({'stay_bucket=1', 'meal=BB'})"
0.14435151708344168,"frozenset({'customer_type=Transient', 'adr_bucket=A3'})"
0.14429279668481407,"frozenset({'hotel=City Hotel', 'deposit_type=No Deposit', 'adr_bucket=A4'})"
0.14423407628618645,"frozenset({'customer_type=Transient', 'is_family_trip=0', 'adr_bucket=A4'})"
0.1439824174349252,"frozenset({'distribution_channel=TA/TO', 'is_repeated_guest=0', 'adr_bucket=A1'})"
0.14389853115117146,"frozenset({'market_segment=Online TA', 'lead_time_bucket=1-30'})"
0.14387336526604536,"frozenset({'market_segment=Online TA', 'meal=BB', 'stay_bucket=2-3'})"
0.14376431309716547,"frozenset({'market_segment=Online TA', 'deposit_type=No Deposit', 'lead_time_bucket=1-30'})"
0.14358815190128263,"frozenset({'customer_type=Transient-Party', 'meal=BB', 'deposit_type=No Deposit'})"
0.14353782013103036,"frozenset({'adr_bucket=A3', 'meal=BB'})"
0.14340360207702438,"frozenset({'market_segment=Groups', 'distribution_channel=TA/TO'})"
0.14309322282713555,"frozenset({'market_segment=Groups', 'distribution_channel=TA/TO', 'is_family_trip=0'})"
0.14265701415161608,"frozenset({'hotel=Resort Hotel', 'reserved_room_type=A', 'is_canceled=0'})"
0.14252279609761007,"frozenset({'adr_bucket=A5', 'deposit_type=No Deposit', 'is_family_trip=0'})"
0.14250601884085934,"frozenset({'lead_time_bucket=181-365', 'reserved_room_type=A'})"
0.14229630313147498,"frozenset({'customer_type=Transient-Party', 'hotel=City Hotel', 'is_family_trip=0'})"
0.14227113724634885,"frozenset({'distribution_channel=TA/TO', 'market_segment=Online TA', 'lead_time_bucket=1-30'})"
0.14221241684772123,"frozenset({'customer_type=Transient-Party', 'hotel=City Hotel', 'is_repeated_guest=0'})"
0.14217047370584435,"frozenset({'adr_bucket=A3', 'distribution_channel=TA/TO', 'deposit_type=No Deposit'})"
0.14180976268570325,"frozenset({'hotel=City Hotel', 'distribution_channel=TA/TO', 'lead_time_bucket=91-180'})"
0.14174265365870026,"frozenset({'reserved_room_type=A', 'adr_bucket=A3', 'distribution_channel=TA/TO'})"
0.14161682423306965,"frozenset({'customer_type=Transient', 'adr_bucket=A3', 'is_repeated_guest=0'})"
0.14158326971956817,"frozenset({'hotel=City Hotel', 'lead_time_bucket=91-180', 'is_family_trip=0'})"
0.14158326971956817,"frozenset({'customer_type=Transient', 'stay_bucket=1'})"
0.14151616069256515,"frozenset({'is_repeated_guest=0', 'market_segment=Online TA', 'lead_time_bucket=1-30'})"
0.14134838812505768,"frozenset({'market_segment=Groups', 'is_repeated_guest=0', 'distribution_channel=TA/TO'})"
0.1410799520170457,"frozenset({'market_segment=Online TA', 'adr_bucket=A5'})"
0.14098767710491658,"frozenset({'is_family_trip=0', 'is_canceled=0', 'lead_time_bucket=31-90'})"
0.14092895670628897,"frozenset({'market_segment=Online TA', 'adr_bucket=A5', 'deposit_type=No Deposit'})"
0.1408786249360367,"frozenset({'reserved_room_type=A', 'adr_bucket=A2', 'deposit_type=No Deposit'})"
0.14050113665914488,"frozenset({'market_segment=Online TA', 'is_repeated_guest=0', 'adr_bucket=A5'})"
0.14048435940239412,"frozenset({'lead_time_bucket=181-365', 'reserved_room_type=A', 'is_repeated_guest=0'})"
0.1403585299767635,"frozenset({'adr_bucket=A3', 'is_repeated_guest=0', 'meal=BB'})"
0.140324975463262,"frozenset({'meal=BB', 'adr_bucket=A5', 'deposit_type=No Deposit'})"
0.14031658683488663,"frozenset({'distribution_channel=TA/TO', 'market_segment=Online TA', 'adr_bucket=A5'})"
0.14019075740925602,"frozenset({'hotel=City Hotel', 'market_segment=Offline TA/TO'})"
0.14014881426737913,"frozenset({'customer_type=Transient', 'adr_bucket=A2'})"
0.14003976209849928,"frozenset({'reserved_room_type=A', 'distribution_channel=TA/TO', 'lead_time_bucket=91-180'})"
0.13988876678774254,"frozenset({'meal=BB', 'deposit_type=No Deposit', 'lead_time_bucket=91-180'})"
0.1398048805039888,"frozenset({'adr_bucket=A2', 'distribution_channel=TA/TO', 'deposit_type=No Deposit'})"
0.1393099514298417,"frozenset({'hotel=City Hotel', 'adr_bucket=A2'})"
0.13928478554471557,"frozenset({'hotel=Resort Hotel', 'reserved_room_type=A', 'distribution_channel=TA/TO'})"
0.1389492404097006,"frozenset({'meal=BB', 'reserved_room_type=D'})"
0.13871435881519012,"frozenset({'hotel=Resort Hotel', 'reserved_room_type=A', 'customer_type=Transient'})"
0.13847947722067966,"frozenset({'hotel=City Hotel', 'is_repeated_guest=0', 'market_segment=Offline TA/TO'})"
0.13817748659916618,"frozenset({'lead_time_bucket=181-365', 'reserved_room_type=A', 'is_family_trip=0'})"
0.1381019889437878,"frozenset({'hotel=City Hotel', 'distribution_channel=TA/TO', 'market_segment=Offline TA/TO'})"
0.13799293677490793,"frozenset({'lead_time_bucket=31-90', 'market_segment=Online TA'})"
0.13796777088978182,"frozenset({'lead_time_bucket=31-90', 'market_segment=Online TA', 'deposit_type=No Deposit'})"
0.13795099363303107,"frozenset({'reserved_room_type=A', 'market_segment=Groups', 'distribution_channel=TA/TO'})"
0.1377496665520221,"frozenset({'reserved_room_type=A', 'is_family_trip=0', 'adr_bucket=A4'})"
0.13772450066689595,"frozenset({'is_repeated_guest=0', 'lead_time_bucket=31-90', 'market_segment=Online TA'})"
0.13763222575476683,"frozenset({'reserved_room_type=A', 'adr_bucket=A2', 'distribution_channel=TA/TO'})"
0.13756511672776384,"frozenset({'distribution_channel=TA/TO', 'lead_time_bucket=31-90', 'market_segment=Online TA'})"
0.13755672809938846,"frozenset({'customer_type=Transient', 'reserved_room_type=D'})"
0.13754833947101308,"frozenset({'hotel=City Hotel', 'market_segment=Offline TA/TO', 'is_family_trip=0'})"
0.13753995084263773,"frozenset({'meal=BB', 'deposit_type=No Deposit', 'reserved_room_type=D'})"
0.13752317358588698,"frozenset({'reserved_room_type=A', 'distribution_channel=TA/TO', 'lead_time_bucket=1-30'})"
0.1374476759305086,"frozenset({'stay_bucket=4-7', 'market_segment=Online TA', 'meal=BB'})"
0.1373470123900041,"frozenset({'customer_type=Transient', 'adr_bucket=A3', 'is_family_trip=0'})"
0.13724634884949963,"frozenset({'customer_type=Transient', 'distribution_channel=TA/TO', 'adr_bucket=A4'})"
0.13703663314011527,"frozenset({'hotel=City Hotel', 'lead_time_bucket=31-90', 'meal=BB'})"
0.13677658566047865,"frozenset({'reserved_room_type=A', 'stay_bucket=1'})"
0.13659203583622043,"frozenset({'hotel=City Hotel', 'adr_bucket=A2', 'is_family_trip=0'})"
0.1364997609240913,"frozenset({'adr_bucket=A3', 'meal=BB', 'is_family_trip=0'})"
0.13639070875521145,"frozenset({'customer_type=Transient-Party', 'hotel=City Hotel', 'deposit_type=No Deposit'})"
0.13619777030257782,"frozenset({'distribution_channel=TA/TO', 'reserved_room_type=D'})"
0.13613066127557483,"frozenset({'is_repeated_guest=0', 'meal=BB', 'reserved_room_type=D'})"
0.13589577968106434,"frozenset({'adr_bucket=A3', 'hotel=City Hotel', 'deposit_type=No Deposit'})"
0.13585383653918748,"frozenset({'hotel=Resort Hotel', 'customer_type=Transient', 'market_segment=Online TA'})"
0.13578672751218449,"frozenset({'customer_type=Transient', 'deposit_type=No Deposit', 'lead_time_bucket=91-180'})"
0.13575317299868297,"frozenset({'customer_type=Transient', 'adr_bucket=A5', 'meal=BB'})"
0.13573639574193225,"frozenset({'customer_type=Transient', 'adr_bucket=A2', 'is_family_trip=0'})"
0.13570284122843074,"frozenset({'customer_type=Transient', 'deposit_type=No Deposit', 'reserved_room_type=D'})"
0.1356525094581785,"frozenset({'reserved_room_type=A', 'adr_bucket=A1', 'deposit_type=No Deposit'})"
0.135618954944677,"frozenset({'customer_type=Transient', 'adr_bucket=A5', 'is_family_trip=0'})"
0.13547634826229563,"frozenset({'customer_type=Transient', 'deposit_type=No Deposit', 'adr_bucket=A4'})"
0.13505691684352691,"frozenset({'is_repeated_guest=0', 'distribution_channel=TA/TO', 'reserved_room_type=D'})"
0.13505691684352691,"frozenset({'distribution_channel=TA/TO', 'deposit_type=No Deposit', 'reserved_room_type=D'})"
0.13498141918814854,"frozenset({'customer_type=Transient', 'is_repeated_guest=0', 'reserved_room_type=D'})"
0.1349562533030224,"frozenset({'customer_type=Transient', 'hotel=City Hotel', 'lead_time_bucket=1-30'})"
0.1348052579922657,"frozenset({'is_family_trip=0', 'meal=BB', 'adr_bucket=A4'})"
0.13467942856663506,"frozenset({'stay_bucket=1', 'meal=BB', 'deposit_type=No Deposit'})"
0.1343103289181186,"frozenset({'customer_type=Transient-Party', 'reserved_room_type=A', 'hotel=City Hotel'})"
0.13425160851949097,"frozenset({'hotel=Resort Hotel', 'stay_bucket=4-7'})"
0.13425160851949097,"frozenset({'stay_bucket=1', 'meal=BB', 'is_family_trip=0'})"
0.1342432198911156,"frozenset({'is_canceled=0', 'adr_bucket=A2'})"
0.1340838359519835,"frozenset({'customer_type=Transient', 'hotel=City Hotel', 'lead_time_bucket=31-90'})"
0.13396639515472825,"frozenset({'customer_type=Transient-Party', 'reserved_room_type=A', 'is_canceled=0'})"
0.1333288593981998,"frozenset({'lead_time_bucket=181-365', 'deposit_type=No Deposit'})"
0.13321141860094457,"frozenset({'is_canceled=0', 'market_segment=Offline TA/TO'})"
0.1332030299725692,"frozenset({'meal=BB', 'reserved_room_type=D', 'is_family_trip=0'})"
0.13316947545906768,"frozenset({'is_canceled=0', 'deposit_type=No Deposit', 'market_segment=Offline TA/TO'})"
0.1331610868306923,"frozenset({'lead_time_bucket=181-365', 'reserved_room_type=A', 'distribution_channel=TA/TO'})"
0.13314430957394158,"frozenset({'is_canceled=0', 'adr_bucket=A2', 'deposit_type=No Deposit'})"
0.13273326678354821,"frozenset({'adr_bucket=A2', 'meal=BB', 'deposit_type=No Deposit'})"
0.13269971227004673,"frozenset({'customer_type=Transient', 'market_segment=Online TA', 'adr_bucket=A5'})"
0.13261582598629298,"frozenset({'hotel=Resort Hotel', 'stay_bucket=4-7', 'is_repeated_guest=0'})"
0.13226350359452727,"frozenset({'reserved_room_type=A', 'stay_bucket=1', 'is_family_trip=0'})"
0.1322551149661519,"frozenset({'is_repeated_guest=0', 'adr_bucket=A2', 'customer_type=Transient'})"
0.13217122868239814,"frozenset({'lead_time_bucket=181-365', 'meal=BB'})"
0.13213767416889666,"frozenset({'hotel=City Hotel', 'meal=BB', 'lead_time_bucket=1-30'})"
0.13211250828377052,"frozenset({'is_repeated_guest=0', 'hotel=City Hotel', 'adr_bucket=A2'})"
0.13198667885813992,"frozenset({'is_canceled=0', 'stay_bucket=1'})"
0.13187762668926004,"frozenset({'is_canceled=0', 'distribution_channel=TA/TO', 'market_segment=Offline TA/TO'})"
0.13160919058124806,"frozenset({'reserved_room_type=A', 'adr_bucket=A3', 'deposit_type=No Deposit'})"
0.1316008019528727,"frozenset({'is_canceled=0', 'stay_bucket=1', 'deposit_type=No Deposit'})"
0.1311394273922271,"frozenset({'reserved_room_type=A', 'hotel=City Hotel', 'market_segment=Offline TA/TO'})"
0.13106392973684872,"frozenset({'distribution_channel=TA/TO', 'adr_bucket=A1', 'meal=BB'})"
0.1310052093382211,"frozenset({'customer_type=Transient', 'stay_bucket=1', 'is_family_trip=0'})"
0.1310052093382211,"frozenset({'lead_time_bucket=181-365', 'is_repeated_guest=0', 'deposit_type=No Deposit'})"
0.130980043453095,"frozenset({'reserved_room_type=A', 'distribution_channel=TA/TO', 'adr_bucket=A4'})"
0.13095487756796886,"frozenset({'is_canceled=0', 'distribution_channel=TA/TO', 'lead_time_bucket=31-90'})"
0.1309381003112181,"frozenset({'is_repeated_guest=0', 'is_canceled=0', 'market_segment=Offline TA/TO'})"
0.13085421402746436,"frozenset({'customer_type=Transient', 'reserved_room_type=D', 'is_family_trip=0'})"
0.13079549362883675,"frozenset({'distribution_channel=TA/TO', 'reserved_room_type=D', 'is_family_trip=0'})"
0.1307703277437106,"frozenset({'customer_type=Transient', 'meal=BB', 'lead_time_bucket=91-180'})"
0.13076193911533526,"frozenset({'customer_type=Transient', 'stay_bucket=1', 'deposit_type=No Deposit'})"
0.13071999597345837,"frozenset({'reserved_room_type=A', 'hotel=City Hotel', 'adr_bucket=A4'})"
0.13056061203432626,"frozenset({'reserved_room_type=A', 'hotel=City Hotel', 'adr_bucket=A2'})"
0.1304515598654464,"frozenset({'customer_type=Transient-Party', 'hotel=City Hotel', 'distribution_channel=TA/TO'})"
0.13042639398032027,"frozenset({'is_repeated_guest=0', 'stay_bucket=1', 'meal=BB'})"
0.13026701004118815,"frozenset({'is_canceled=0', 'adr_bucket=A2', 'is_family_trip=0'})"
0.13018312375743443,"frozenset({'lead_time_bucket=181-365', 'is_repeated_guest=0', 'meal=BB'})"
0.13004890570342842,"frozenset({'is_canceled=0', 'adr_bucket=A1'})"
0.12999857393317618,"frozenset({'customer_type=Transient', 'adr_bucket=A1'})"
0.1299650194196747,"frozenset({'hotel=Resort Hotel', 'adr_bucket=A1'})"
0.1297301378251642,"frozenset({'customer_type=Transient', 'hotel=City Hotel', 'adr_bucket=A4'})"
0.1297301378251642,"frozenset({'reserved_room_type=A', 'hotel=City Hotel', 'lead_time_bucket=31-90'})"
0.12957914251440747,"frozenset({'is_canceled=0', 'adr_bucket=A1', 'deposit_type=No Deposit'})"
0.12941975857527535,"frozenset({'customer_type=Transient', 'market_segment=Online TA', 'lead_time_bucket=1-30'})"
0.12915132246726338,"frozenset({'meal=BB', 'deposit_type=No Deposit', 'adr_bucket=A4'})"
0.12886610910250065,"frozenset({'reserved_room_type=A', 'hotel=City Hotel', 'stay_bucket=4-7'})"
0.1288493318457499,"frozenset({'hotel=Resort Hotel', 'stay_bucket=4-7', 'deposit_type=No Deposit'})"
0.12883255458899914,"frozenset({'market_segment=Groups', 'meal=BB'})"
0.12863961613636554,"frozenset({'reserved_room_type=A', 'hotel=City Hotel', 'lead_time_bucket=1-30'})"
0.12859767299448868,"frozenset({'customer_type=Transient', 'is_repeated_guest=0', 'stay_bucket=1'})"
0.12857250710936255,"frozenset({'customer_type=Transient-Party', 'reserved_room_type=A', 'meal=BB'})"
0.12849700945398418,"frozenset({'market_segment=Online TA', 'lead_time_bucket=1-30', 'is_family_trip=0'})"
0.12843828905535656,"frozenset({'market_segment=Groups', 'meal=BB', 'is_family_trip=0'})"
0.12827051648784907,"frozenset({'hotel=City Hotel', 'is_canceled=0', 'lead_time_bucket=1-30'})"
0.1282537392310983,"frozenset({'is_canceled=0', 'market_segment=Offline TA/TO', 'is_family_trip=0'})"
0.12794335998120948,"frozenset({'customer_type=Transient', 'lead_time_bucket=31-90', 'market_segment=Online TA'})"
0.12756587170431763,"frozenset({'hotel=City Hotel', 'distribution_channel=TA/TO', 'lead_time_bucket=1-30'})"
0.1275155399340654,"frozenset({'hotel=Resort Hotel', 'market_segment=Online TA', 'is_family_trip=0'})"
0.12703738811666904,"frozenset({'hotel=Resort Hotel', 'adr_bucket=A1', 'is_family_trip=0'})"
0.12697866771804142,"frozenset({'reserved_room_type=A', 'deposit_type=No Deposit', 'market_segment=Offline TA/TO'})"
0.12691155869103843,"frozenset({'market_segment=Groups', 'is_repeated_guest=0', 'meal=BB'})"
0.12681089515053393,"frozenset({'distribution_channel=TA/TO', 'reserved_room_type=A', 'adr_bucket=A1'})"
0.12668506572490332,"frozenset({'customer_type=Transient', 'adr_bucket=A1', 'is_family_trip=0'})"
0.12661795669790032,"frozenset({'is_canceled=1', 'market_segment=Online TA', 'meal=BB'})"
0.12628241156288536,"frozenset({'is_canceled=0', 'adr_bucket=A1', 'is_family_trip=0'})"
0.1259049232859935,"frozenset({'reserved_room_type=A', 'adr_bucket=A2', 'meal=BB'})"
0.1258462028873659,"frozenset({'is_canceled=0', 'adr_bucket=A2', 'is_repeated_guest=0'})"
0.12549388049560017,"frozenset({'customer_type=Transient-Party', 'is_canceled=0', 'distribution_channel=TA/TO'})"
0.12549388049560017,"frozenset({'is_canceled=0', 'reserved_room_type=A', 'stay_bucket=4-7'})"
0.12530094204296655,"frozenset({'reserved_room_type=A', 'stay_bucket=1', 'deposit_type=No Deposit'})"
0.12493184239445008,"frozenset({'distribution_channel=TA/TO', 'meal=BB', 'adr_bucket=A4'})"
0.12452079960405674,"frozenset({'reserved_room_type=A', 'deposit_type=No Deposit', 'adr_bucket=A4'})"
0.1244033588068015,"frozenset({'is_repeated_guest=0', 'reserved_room_type=A', 'stay_bucket=1'})"
0.1242691407527955,"frozenset({'distribution_channel=TA/TO', 'adr_bucket=A5', 'is_family_trip=0'})"
0.12416847721229102,"frozenset({'reserved_room_type=A', 'meal=BB', 'market_segment=Offline TA/TO'})"
0.1238161548205253,"frozenset({'customer_type=Transient', 'adr_bucket=A3', 'distribution_channel=TA/TO'})"
0.1238161548205253,"frozenset({'reserved_room_type=A', 'market_segment=Online TA', 'stay_bucket=2-3'})"
0.12379098893539918,"frozenset({'hotel=Resort Hotel', 'market_segment=Online TA', 'meal=BB'})"
0.12374065716514693,"frozenset({'hotel=City Hotel', 'deposit_type=No Deposit', 'lead_time_bucket=91-180'})"
0.12348060968551032,"frozenset({'hotel=Resort Hotel', 'adr_bucket=A1', 'deposit_type=No Deposit'})"
0.12343866654363345,"frozenset({'reserved_room_type=A', 'market_segment=Groups', 'meal=BB'})"
0.12324572809099985,"frozenset({'hotel=City Hotel', 'meal=BB', 'adr_bucket=A4'})"
0.1231953963207476,"frozenset({'is_canceled=0', 'market_segment=Online TA', 'stay_bucket=2-3'})"
0.12306117826674161,"frozenset({'lead_time_bucket=181-365', 'meal=BB', 'is_family_trip=0'})"
0.12292696021273561,"frozenset({'is_canceled=0', 'stay_bucket=1', 'is_family_trip=0'})"
0.12289340569923411,"frozenset({'is_canceled=0', 'adr_bucket=A4'})"
0.122801130787105,"frozenset({'hotel=City Hotel', 'adr_bucket=A5'})"
0.12273402176010201,"frozenset({'is_canceled=0', 'deposit_type=No Deposit', 'adr_bucket=A4'})"
0.12255786056421915,frozenset({'distribution_channel=Direct'})
0.12248236290884078,"frozenset({'is_canceled=0', 'lead_time_bucket=91-180'})"
0.12236492211158553,frozenset({'deposit_type=Non Refund'})
0.12231459034133328,"frozenset({'is_family_trip=0', 'deposit_type=Non Refund'})"
0.12223070405757955,"frozenset({'hotel=City Hotel', 'is_repeated_guest=0', 'adr_bucket=A5'})"
0.12201259971981981,"frozenset({'is_canceled=0', 'adr_bucket=A5'})"
0.1219874338346937,"frozenset({'is_canceled=0', 'adr_bucket=A5', 'deposit_type=No Deposit'})"
0.12182804989556158,"frozenset({'is_repeated_guest=0', 'deposit_type=Non Refund'})"
0.1217861067536847,"frozenset({'customer_type=Transient', 'meal=BB', 'reserved_room_type=D'})"
0.12177771812530933,"frozenset({'is_family_trip=0', 'is_repeated_guest=0', 'deposit_type=Non Refund'})"
0.12172738635505709,"frozenset({'lead_time_bucket=31-90', 'market_segment=Online TA', 'is_family_trip=0'})"
0.12169383184155559,"frozenset({'is_repeated_guest=0', 'is_canceled=0', 'lead_time_bucket=91-180'})"
0.12165188869967872,"frozenset({'customer_type=Transient', 'meal=BB', 'adr_bucket=A4'})"
0.12160994555780184,"frozenset({'lead_time_bucket=181-365', 'deposit_type=No Deposit', 'is_family_trip=0'})"
0.12158477967267572,"frozenset({'is_canceled=1', 'deposit_type=Non Refund'})"
0.12155961378754959,"frozenset({'is_canceled=1', 'is_family_trip=0', 'deposit_type=Non Refund'})"
0.1215260592740481,"frozenset({'hotel=City Hotel', 'market_segment=Online TA', 'is_canceled=1'})"
0.12151767064567273,"frozenset({'reserved_room_type=A', 'lead_time_bucket=31-90', 'meal=BB'})"
0.1214925047605466,"frozenset({'is_canceled=0', 'deposit_type=No Deposit', 'lead_time_bucket=91-180'})"
0.12147572750379586,"frozenset({'distribution_channel=TA/TO', 'adr_bucket=A5', 'meal=BB'})"
0.12130795493628836,"frozenset({'hotel=City Hotel', 'meal=BB', 'lead_time_bucket=91-180'})"
0.12128278905116224,frozenset({'meal=HB'})
0.12128278905116224,"frozenset({'is_repeated_guest=0', 'is_canceled=0', 'adr_bucket=A4'})"
0.12108146197015326,"frozenset({'is_canceled=1', 'is_repeated_guest=0', 'deposit_type=Non Refund'})"
0.12089691214589503,"frozenset({'customer_type=Transient-Party', 'stay_bucket=2-3'})"
0.12089691214589503,"frozenset({'hotel=City Hotel', 'meal=BB', 'adr_bucket=A3'})"
0.12082980311889203,"frozenset({'lead_time_bucket=181-365', 'distribution_channel=TA/TO', 'meal=BB'})"
0.12046070347037556,"frozenset({'lead_time_bucket=31-90', 'stay_bucket=2-3'})"
0.1204439262136248,"frozenset({'adr_bucket=A2', 'distribution_channel=TA/TO', 'meal=BB'})"
0.12030970815961882,"frozenset({'hotel=Resort Hotel', 'is_repeated_guest=0', 'adr_bucket=A1'})"
0.12024259913261583,"frozenset({'lead_time_bucket=181-365', 'distribution_channel=TA/TO', 'deposit_type=No Deposit'})"
0.12020065599073895,"frozenset({'is_repeated_guest=0', 'is_canceled=0', 'adr_bucket=A5'})"
0.12003288342323147,"frozenset({'adr_bucket=A3', 'is_canceled=0'})"
0.12003288342323147,"frozenset({'customer_type=Transient', 'reserved_room_type=A', 'lead_time_bucket=31-90'})"
0.11999932890972997,"frozenset({'customer_type=Transient', 'hotel=City Hotel', 'adr_bucket=A3'})"
0.1199909402813546,"frozenset({'adr_bucket=A3', 'distribution_channel=TA/TO', 'meal=BB'})"
0.11997416302460384,"frozenset({'adr_bucket=A3', 'meal=BB', 'deposit_type=No Deposit'})"
0.11994899713947772,"frozenset({'adr_bucket=A3', 'is_canceled=0', 'deposit_type=No Deposit'})"
0.11973928143009337,"frozenset({'meal=HB', 'is_repeated_guest=0'})"
0.11962184063283812,"frozenset({'reserved_room_type=A', 'deposit_type=Non Refund'})"
0.11961345200446274,"frozenset({'reserved_room_type=A', 'is_family_trip=0', 'deposit_type=Non Refund'})"
0.11951278846395826,"frozenset({'is_repeated_guest=0', 'lead_time_bucket=31-90', 'stay_bucket=2-3'})"
0.11940373629507839,"frozenset({'lead_time_bucket=181-365', 'hotel=City Hotel'})"
0.1192695182410724,"frozenset({'reserved_room_type=A', 'deposit_type=No Deposit', 'lead_time_bucket=91-180'})"
0.11912691155869104,"frozenset({'reserved_room_type=A', 'is_repeated_guest=0', 'deposit_type=Non Refund'})"
0.11898430487630968,"frozenset({'reserved_room_type=A', 'is_canceled=1', 'deposit_type=Non Refund'})"
0.11875781191017457,"frozenset({'customer_type=Transient-Party', 'distribution_channel=TA/TO', 'meal=BB'})"
0.11873264602504845,"frozenset({'customer_type=Transient-Party', 'is_family_trip=0', 'stay_bucket=2-3'})"
0.11864037111291932,"frozenset({'customer_type=Transient', 'is_repeated_guest=0', 'adr_bucket=A1'})"
0.11851454168728871,"frozenset({'distribution_channel=TA/TO', 'adr_bucket=A1', 'deposit_type=No Deposit'})"
0.11843065540353497,"frozenset({'distribution_channel=TA/TO', 'meal=BB', 'reserved_room_type=D'})"
0.11839710089003347,"frozenset({'distribution_channel=Direct', 'deposit_type=No Deposit'})"
0.11810349889689536,"frozenset({'is_repeated_guest=0', 'is_canceled=0', 'stay_bucket=1'})"
0.11793572632938788,"frozenset({'customer_type=Transient', 'hotel=City Hotel', 'lead_time_bucket=91-180'})"
0.11791056044426176,"frozenset({'customer_type=Transient-Party', 'is_repeated_guest=0', 'stay_bucket=2-3'})"
0.1177343992483789,"frozenset({'hotel=City Hotel', 'adr_bucket=A2', 'deposit_type=No Deposit'})"
0.11770923336325277,"frozenset({'reserved_room_type=A', 'hotel=City Hotel', 'lead_time_bucket=91-180'})"
0.11770923336325277,"frozenset({'lead_time_bucket=181-365', 'hotel=City Hotel', 'is_repeated_guest=0'})"
0.11768406747812665,"frozenset({'customer_type=Transient', 'adr_bucket=A1', 'meal=BB'})"
0.1176672902213759,"frozenset({'customer_type=Transient', 'market_segment=Offline TA/TO'})"
0.11754984942412067,"frozenset({'is_repeated_guest=0', 'is_canceled=0', 'adr_bucket=A1'})"
0.1174743517687423,"frozenset({'is_repeated_guest=0', 'adr_bucket=A3', 'is_canceled=0'})"
0.11744918588361616,"frozenset({'is_canceled=0', 'meal=BB', 'lead_time_bucket=31-90'})"
0.11720591566073031,"frozenset({'customer_type=Transient', 'adr_bucket=A3', 'deposit_type=No Deposit'})"
0.11715558389047807,"frozenset({'hotel=Resort Hotel', 'stay_bucket=4-7', 'is_family_trip=0'})"
0.11709686349185044,"frozenset({'market_segment=Groups', 'hotel=City Hotel'})"
0.11704653172159821,"frozenset({'customer_type=Transient', 'distribution_channel=TA/TO', 'market_segment=Offline TA/TO'})"
0.11703814309322283,"frozenset({'market_segment=Online TA', 'adr_bucket=A4'})"
0.11701297720809671,"frozenset({'customer_type=Transient', 'distribution_channel=TA/TO', 'reserved_room_type=D'})"
0.11696264543784446,"frozenset({'market_segment=Online TA', 'deposit_type=No Deposit', 'adr_bucket=A4'})"
0.11692070229596759,"frozenset({'market_segment=Groups', 'hotel=City Hotel', 'is_family_trip=0'})"
0.11676131835683548,"frozenset({'lead_time_bucket=1-30', 'stay_bucket=2-3'})"
0.11658515716095261,"frozenset({'is_repeated_guest=0', 'market_segment=Online TA', 'adr_bucket=A4'})"
0.11648449362044812,"frozenset({'distribution_channel=TA/TO', 'market_segment=Online TA', 'adr_bucket=A4'})"
0.11609022808680552,"frozenset({'customer_type=Transient', 'stay_bucket=1', 'meal=BB'})"
0.11594762140442416,"frozenset({'reserved_room_type=A', 'market_segment=Groups', 'hotel=City Hotel'})"
0.11588890100579655,"frozenset({'hotel=City Hotel', 'adr_bucket=A2', 'distribution_channel=TA/TO'})"
0.11567079666803681,"frozenset({'customer_type=Transient', 'is_repeated_guest=0', 'market_segment=Offline TA/TO'})"
0.11560368764103382,"frozenset({'hotel=City Hotel', 'stay_bucket=4-7', 'market_segment=Online TA'})"
0.11542752644515096,"frozenset({'market_segment=Groups', 'hotel=City Hotel', 'is_repeated_guest=0'})"
